Avg_Area_Income,Avg_Area_House_Age,Avg_Area_Number_of_Rooms,Area_Population,Address_mean_encoded,Price
-0.1047741288173796,-0.16466582515910927,-0.16466419855554096,-0.23355796675500085,0.14973124698037443,1059033.558
-0.10639266619097715,-0.1646641763386584,-0.16466563268865336,-0.1429400154975973,0.14973124698037443,1505890.915
-0.2043370799350151,-0.16466488220638087,-0.16465645239842921,-0.16039354653958776,0.14973124698037443,1058987.988
-0.19311386971510022,-0.16465806955214163,-0.16467152699364496,-0.17403384296467483,0.14973124698037443,1260616.807
-0.21145253168931782,-0.1646691342879555,-0.16465992140966482,-0.21622961972267618,0.14973124698037443,630943.4893
-0.10133712893735727,-0.16466940294518373,-0.16466885939825984,-0.21413832818283082,0.14973124698037443,1068138.074
-0.1857347468583094,-0.16466406074912623,-0.16465833269400415,-0.03339418528374314,0.14973124698037443,1502055.817
-0.11105117870380103,-0.16465909198818557,-0.16466620117024042,-0.1623335885906502,0.14973124698037443,1573936.564
-0.2117499186169288,-0.1646674775718357,-0.16466737250188843,-0.2001424231572666,0.14973124698037443,798869.5328
-0.09201156081057175,-0.16467231243343,-0.16465823002381913,-0.14306256162595887,0.14973124698037443,1545154.813
-0.09941921222015203,-0.16465340561760258,-0.16467432956024808,-0.10554313601897489,0.14973124698037443,1707045.722
-0.26264800224560025,-0.16467193716064044,-0.16466183670003604,-0.17385485302859463,0.14973124698037443,663732.3969
6.04450260333939,6.054902151356611,6.054902136279845,6.046624525859393,-6.506700018394853,1207233.0178558072
-0.1395740376920986,-0.1646594538861156,-0.1646694329365566,-0.18455672734986003,0.14973124698037443,1291331.518
-0.1601442865050887,-0.16466756695494195,-0.16465700010061568,-0.16761096846452828,0.14973124698037443,1402818.21
-0.13996554481801077,-0.16466706010516852,-0.16465642774490752,-0.22908853755170372,0.14973124698037443,1306674.66
-0.1038934453387707,-0.16466899345920796,-0.16465796169426242,-0.1453545036618332,0.14973124698037443,1556786.6
-0.20083620228639762,-0.1646704325999723,-0.16467405000132904,-0.2255543692761777,0.14973124698037443,528485.2467
-0.1922252806997477,-0.16466446348056302,-0.16466327849123663,-0.16655896084384958,0.14973124698037443,1019425.937
-0.19998444755601852,-0.16466553381912225,-0.16466377290174927,-0.1177532580896094,0.14973124698037443,1030591.429
-0.06796890548169672,-0.16466095865510777,-0.16465903264666296,-0.10375893850824695,0.14973124698037443,2146925.34
-0.20680171019234062,-0.16466650335966473,-0.1646667333817642,-0.11429197384127357,0.14973124698037443,929247.5995
-0.18686795136952467,-0.1646734115951804,-0.16467208670615183,-0.1419541489135001,0.14973124698037443,718887.2315
-0.20755279747466548,-0.16466331295376835,-0.16466347033570128,-0.20675292522545705,0.14973124698037443,743999.8192
-0.21272494346739199,-0.16466759496243608,-0.16466038872323593,-0.20850829818957245,0.14973124698037443,895737.1334
-0.22785362320047808,-0.1646524058853219,-0.16466263395085548,-0.14017263553106055,0.14973124698037443,1453974.506
-0.09044273960910566,-0.16467439972874462,-0.16466428350800993,-0.1499362194819159,0.14973124698037443,1125692.507
-0.18612508573417194,-0.16466705905869014,-0.16466430383357025,-0.20864218246616542,0.14973124698037443,975429.4928
-0.045044188399467146,-0.1646622110825589,-0.16467845398101832,-0.17583746389052915,0.14973124698037443,1240763.766
-0.21504281280300308,-0.16465915356323457,-0.16465768387051452,-0.15700723666091113,0.14973124698037443,1577017.76
-0.11422927934436712,-0.1646677231410893,-0.1646658600693171,-0.17697999345929485,0.14973124698037443,1246830.188
-0.16417280229282247,-0.16466355067473545,-0.16466789955042302,-0.1472753862025779,0.14973124698037443,1170720.894
-0.2383949475584483,-0.1646583843747938,-0.16465604438540923,-0.1962439006159207,0.14973124698037443,1071279.21
-0.2646928054013544,-0.16466357918543545,-0.16466252743894996,-0.26684315797741376,0.14973124698037443,534305.1323
-0.23366190593824135,-0.16466718165785466,-0.16465244868037507,-0.23743786114902682,0.14973124698037443,936368.9634
-0.13298056413881007,-0.16466676658805227,-0.16466634250050857,-0.1470657608746712,0.14973124698037443,1199193.831
-0.10955942786984985,-0.1646669184486478,-0.16466022306188074,-0.20942225946419196,0.14973124698037443,1233220.009
-0.10938705591226168,-0.16466598011766678,-0.16466550062959487,-0.2348848782763419,0.14973124698037443,1081150.125
-0.24882743647888145,-0.16466841245109132,-0.16467235040798103,-0.1812600979575154,0.14973124698037443,524712.7661
6.04450260333939,6.054902151356611,6.054902136279845,6.046624525859393,-6.506700018394853,1207233.0178558072
-0.2191704191956859,-0.16466120474023582,-0.16467437191672551,-0.1454199952252865,0.14973124698037443,1026817.4
-0.12662790839624338,-0.16465468482871382,-0.16466138315691253,-0.18215913837459197,0.14973124698037443,1762214.68
-0.286895529557004,-0.1646609799022979,-0.16466111952743212,-0.21194955075826225,0.14973124698037443,882057.1706
-0.15452717454991619,-0.16465951803737888,-0.16466097791488868,-0.12697177874482155,0.14973124698037443,1744932.211
-0.19709902578009508,-0.1646667708068558,-0.16466197643214397,-0.21339502915197855,0.14973124698037443,1153871.47
-0.17648423847003253,-0.16465868121127167,-0.16466319159912082,-0.14523112217080275,0.14973124698037443,1499988.88
-0.13530331799636824,-0.16467004824399067,-0.16466147835645267,-0.1689907780500424,0.14973124698037443,1109588.38
-0.16148918349825872,-0.16465751320191044,-0.1646697676299499,-0.2550701598551818,0.14973124698037443,980177.3051
-0.11713477240211309,-0.16466296052510676,-0.16466466214851908,-0.24077528706386153,0.14973124698037443,1323952.027
-0.0654649027329442,-0.16466107723803292,-0.16466809720679573,-0.12785475528256354,0.14973124698037443,1662494.736
-0.13283316543458162,-0.1646622209022111,-0.1646629441736316,-0.1381053459638426,0.14973124698037443,1417819.74
-0.2691125145495605,-0.16466508812631753,-0.16467026471313378,-0.2134345351078263,0.14973124698037443,549976.1456
-0.198923765231218,-0.1646636325499957,-0.16466782074527456,-0.16897738063816392,0.14973124698037443,1054770.981
-0.14004004726023916,-0.16466458330834732,-0.16466710287100103,-0.06475031572722832,0.14973124698037443,1415647.553
-0.1407789230468414,-0.16467044459342556,-0.16466259785857568,-0.2267105038378952,0.14973124698037443,948788.2757
-0.1905270617910837,-0.1646644497025587,-0.16465897818342576,-0.2084256395546778,0.14973124698037443,1159596.519
-0.1390189964987469,-0.16465226575354486,-0.16466205323614683,-0.2444611934975648,0.14973124698037443,1547133.396
-0.16506970053027695,-0.16466359307705045,-0.16466330552018787,-0.2591149718962613,0.14973124698037443,1186688.506
-0.23756333352654194,-0.16465808045070884,-0.16467405047581318,-0.18343398830817503,0.14973124698037443,772111.9721
-0.11628414736909572,-0.1646625979295262,-0.16467341762810397,-0.16373382364463743,0.14973124698037443,1172730.156
-0.17777109120160003,-0.16467204063088312,-0.16466470058991745,-0.15924488829078365,0.14973124698037443,1111085.017
-0.20861309023736954,-0.16465629138489088,-0.16467077946929418,-0.17790867898873927,0.14973124698037443,1022781.171
-0.20638835225360708,-0.16466606933336572,-0.1646625664922195,-0.1261026562548909,0.14973124698037443,1274474.546
-0.13538441796498077,-0.1646621608575626,-0.16467670928074268,-0.1621919396469548,0.14973124698037443,1213530.85
-0.21386411290282437,-0.1646640955024114,-0.16466420634516876,-0.045207436102117325,0.14973124698037443,1411730.477
-0.23018188573000528,-0.16466709998783244,-0.1646667438152896,-0.15666453775755773,0.14973124698037443,858685.5659
-0.17890822955928792,-0.16466688825335477,-0.1646656995440116,-0.14327002681663614,0.14973124698037443,1200961.821
-0.1321061658934545,-0.164660691288828,-0.16466981396012528,-0.09357192401217314,0.14973124698037443,1520234.229
-0.17633129575841539,-0.16465841042664592,-0.164663841032967,-0.1914874017972842,0.14973124698037443,1360908.32
-0.13318949767699806,-0.16466718449321174,-0.16466805042463473,-0.13515777512463278,0.14973124698037443,1360920.53
-0.1920608627015154,-0.1646705565090444,-0.1646633769523106,-0.12645068072121743,0.14973124698037443,1146532.455
-0.08073924749896362,-0.1646570551423529,-0.1646647670296577,-0.15826577026602603,0.14973124698037443,1789098.521
-0.22619271102443642,-0.1646687347320999,-0.1646665049176869,-0.1225175249165868,0.14973124698037443,852099.464
-0.2301489329427345,-0.16466578256339542,-0.1646641364013461,-0.19857780144797488,0.14973124698037443,746096.7289
-0.12522222684695322,-0.16466528977574577,-0.16466255952904155,-0.1799338607829672,0.14973124698037443,1534479.907
-0.1521970426240017,-0.1646678886998237,-0.16466544915746567,-0.14142498285954905,0.14973124698037443,1215608.531
-0.21251473583648509,-0.16466597838311534,-0.16466633453211849,-0.18415373998698248,0.14973124698037443,941594.3284
-0.1850372624261657,-0.16467443897289719,-0.16465759771584346,-0.036269803611851566,0.14973124698037443,1204598.037
-0.17904179101130663,-0.16465591977016206,-0.16466388314604577,-0.17477041507468472,0.14973124698037443,1597655.258
-0.1872572824225055,-0.1646592741486844,-0.16465643471375777,-0.14747403068263415,0.14973124698037443,1492011.496
-0.21929250666980868,-0.1646509888513805,-0.1646628223645294,-0.192302758773876,0.14973124698037443,1421216.504
-0.1634138406648961,-0.16467075716223087,-0.16466576983051096,-0.09918437405237142,0.14973124698037443,1132522.901
-0.09105380723709783,-0.16467355324604427,-0.1646695882988059,-0.1636326964463395,0.14973124698037443,1102821.438
-0.09869912566127809,-0.1646670953973522,-0.1646637268158793,-0.07519261649271901,0.14973124698037443,1856211.35
-0.17499436014067682,-0.16466323834718535,-0.16465979910419812,-0.10633414830732968,0.14973124698037443,1687998.933
-0.1856087767958846,-0.16466585207181011,-0.164664393589984,-0.164457887642574,0.14973124698037443,1063423.007
-0.18299992436859785,-0.16466189483572907,-0.16466456981070088,-0.2055592633044942,0.14973124698037443,1177289.886
-0.13185081595513146,-0.16467119970444133,-0.1646718631035047,-0.12897536489459224,0.14973124698037443,1173474.379
-0.12261517985240046,-0.16465450690174793,-0.1646771249119954,-0.10686786311281272,0.14973124698037443,1637259.999
-0.17012020684898366,-0.16466804801995544,-0.16466085294093932,-0.1676308682448055,0.14973124698037443,1238938.291
6.04450260333939,6.054902151356611,6.054902136279845,6.046624525859393,-6.506700018394853,1207233.0178558072
-0.14512353204983194,-0.16466213757941423,-0.16465776146996275,-0.20281804003819004,0.14973124698037443,1439506.102
-0.15243249201383421,-0.16467220910019298,-0.16467038110424073,-0.20077126153879435,0.14973124698037443,585608.6326
-0.182000128407369,-0.16465639882460356,-0.1646661004289913,-0.16976893956374986,0.14973124698037443,1294685.159
-0.01804511594737771,-0.16466112555880877,-0.1646650168247754,-0.14710095345067922,0.14973124698037443,2014851.344
-0.1366565048535014,-0.16466227098931047,-0.16466641820081976,-0.08119592021457935,0.14973124698037443,1840236.006
-0.1771983688840143,-0.16466225965949463,-0.16466560098813665,-0.0917242419616397,0.14973124698037443,1441421.913
-0.12740787742196516,-0.16465938269838865,-0.16465994865308653,-0.2379001193786708,0.14973124698037443,1498640.551
-0.17872062672707975,-0.1646615520913678,-0.1646677673521795,-0.24002471415672252,0.14973124698037443,954746.5764
-0.1760349595142415,-0.16465913128733514,-0.16466919955288353,-0.18385207838743572,0.14973124698037443,1124635.932
-0.1607284144745195,-0.1646675531945418,-0.16466335241113741,-0.14235846969573004,0.14973124698037443,1169944.248
-0.1546197685634531,-0.1646665401335527,-0.16466939134250055,-0.15909011294677972,0.14973124698037443,1114430.953
-0.13382207710499616,-0.16465352818655093,-0.16466678902660084,-0.10794935212517116,0.14973124698037443,1783534.839
-0.19258779402317733,-0.16466176124154264,-0.16466391198874053,-0.10110197857293741,0.14973124698037443,1302933.248
-0.22502107471828445,-0.1646595892517414,-0.16466561607672575,-0.10652505983553182,0.14973124698037443,1241483.612
-0.09387730292653623,-0.16466674703836595,-0.1646699282194693,-0.30393876781559065,0.14973124698037443,954114.544
-0.10974445263419741,-0.1646669455425992,-0.16466150947088887,-0.12408200518011397,0.14973124698037443,1555320.5
-0.253873267507131,-0.1646700165498734,-0.16467756686923662,-0.13237141130146113,0.14973124698037443,404976.3659
-0.1678384181941785,-0.16466644299318972,-0.1646685750478792,-0.21858986144736656,0.14973124698037443,1073183.76
-0.11010175807296539,-0.1646668922504289,-0.16466789552866254,-0.13846607100818908,0.14973124698037443,1422195.879
